sym,RefEntityName,Tier,Tenor,REDcode,ConvSpreadBid,ConvSpreadAsk,Coupon,Quality,Source,Owner,DocClause,Currency,Conv Spread Parsed,Upfront Parsed,Parsed Ticker
HRB,H & R Block Inc,SNRFOR,10,09C9D8,205,225,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,7,09C9D8,185,205,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,6,09C9D8,165,180,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,5,09C9D8,140,150,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,4,09C9D8,105,120,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,3,09C9D8,60,75,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,2,09C9D8,30,45,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
HRB,H & R Block Inc,SNRFOR,1,09C9D8,10,25,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB
IHEAINC,iHeartCommunications Inc,SNRFOR,7,UY955C,2126.445,2335.178,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,5,UY955C,2071.496,2244.374,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,4,UY955C,1900.271,2048.019,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,3,UY955C,1548.427,1674.706,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,2,UY955C,879.251,997.501,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,1,UY955C,500,685.047,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0.75,UY955C,414.059,528.891,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0.5,UY955C,342.984,500,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0.25,UY955C,245.935,500,500,7,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0,UY955C,,,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
UBS,UBS AG,SNRFOR,5,HPHB2J,133,143,100,4,BARCAP,AQRCM,MM14,EUR,1,0,UBS
CSGAG,Credit Suisse Gp Ltd,SNRFOR,5,HK9FHL,124,129,100,4,BARCAP,AQRCM,MM14,EUR,1,0,CS
WFC,Wells Fargo & Co,SNRFOR,5,9DDGBA,42,45,100,10,BARCAP,AQRCM,XR14,USD,1,0,WFC
MWD,Morgan Stanley,SNRFOR,5,678B8A,75,78,100,10,BARCAP,AQRCM,XR14,USD,1,0,MS
JPM,JPMorgan Chase & Co,SNRFOR,5,4C933G,63,66,100,10,BARCAP,AQRCM,XR14,USD,1,0,JPM
HRB-Fllc,Block Finl LLC,SNRFOR,5,09C9BK,140,150,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB-FLLC
GS,Goldman Sachs Gp Inc,SNRFOR,5,3B955H,84,87,100,10,BARCAP,AQRCM,XR14,USD,1,0,GS
GE-CapCorp,Gen Elec Cap Corp,SNRFOR,5,39FF84,37,40,100,10,BARCAP,AQRCM,XR14,USD,1,0,GECC
COF-BNKNA,Cap One Bk USA Natl Assn,SNRFOR,5,1F445B,25,30,100,10,BARCAP,AQRCM,XR14,USD,1,0,COF BK
COF,Cap One Finl Corp,SNRFOR,5,1F444H,40,45,100,10,BARCAP,AQRCM,XR14,USD,1,0,COF FIN
C,Citigroup Inc,SNRFOR,5,189BFD,73,76,100,10,BARCAP,AQRCM,XR14,USD,1,0,CITI
BACORP,Bk of America Corp,SNRFOR,5,0G655D,64,67,100,10,BARCAP,AQRCM,XR14,USD,1,0,BAC
AXP,Amern Express Co,SNRFOR,5,027D97,43,48,100,10,BARCAP,AQRCM,XR14,USD,1,0,AXP
TOL,Toll Bros Inc,SNRFOR,5,8GHDBF,130,140,100,10,BARCAP,AQRCM,XR14,USD,1,0,TOL
SPF,Std Pac Corp,SNRFOR,5,U2D947,213,223,500,10,BARCAP,AQRCM,XR14,USD,1,0,SPF
RYL,Ryland Gp Inc,SNRFOR,5,7FBADA,188,198,500,10,BARCAP,AQRCM,XR14,USD,1,0,RYL
PHMG,PulteGroup Inc,SNRFOR,5,7B9DFM,145,155,500,10,BARCAP,AQRCM,XR14,USD,1,0,PHM
MDC,M D C Hldgs Inc,SNRFOR,5,5A78DD,160,170,100,10,BARCAP,AQRCM,XR14,USD,1,0,MDC
LEN,Lennar Corp,SNRFOR,5,5H865C,190,200,500,10,BARCAP,AQRCM,XR14,USD,1,0,LEN
KBH,KB HOME,SNRFOR,5,4CECCQ,330,350,500,10,BARCAP,AQRCM,XR14,USD,1,0,KBH
HOV-K,K Hovnanian Entpers Inc,SNRFOR,5,4I66CG,645,665,500,10,BARCAP,AQRCM,XR14,USD,1,0,HOV
DHI,D R Horton Inc,SNRFOR,5,2F664B,145,155,100,10,BARCAP,AQRCM,XR14,USD,1,0,DHI
BZH,BEAZER HOMES USA INC,SNRFOR,5,07CABW,415,445,500,10,BARCAP,AQRCM,XR14,USD,1,0,BZH
HETAASS,Heta Asset Resolution AG,SUBLT2,5,AD434H,616.846,742.723,500,10,BARCAP,AQRCM,MM14,EUR,0,1,HETAR
WFC,Wells Fargo & Co,SNRFOR,5,9DDGBA,42,45,100,10,BARCAP,AQRCM,XR14,USD,1,0,WFC
MWD,Morgan Stanley,SNRFOR,5,678B8A,75.5,78.5,100,10,BARCAP,AQRCM,XR14,USD,1,0,MS
JPM,JPMorgan Chase & Co,SNRFOR,5,4C933G,63,66,100,10,BARCAP,AQRCM,XR14,USD,1,0,JPM
HRB-Fllc,Block Finl LLC,SNRFOR,5,09C9BK,140,150,500,10,BARCAP,AQRCM,XR14,USD,1,0,HRB-FLLC
GS,Goldman Sachs Gp Inc,SNRFOR,5,3B955H,84.5,87.5,100,10,BARCAP,AQRCM,XR14,USD,1,0,GS
GE-CapCorp,Gen Elec Cap Corp,SNRFOR,5,39FF84,37,40,100,10,BARCAP,AQRCM,XR14,USD,1,0,GECC
COF-BNKNA,Cap One Bk USA Natl Assn,SNRFOR,5,1F445B,25,30,100,10,BARCAP,AQRCM,XR14,USD,1,0,COF BK
COF,Cap One Finl Corp,SNRFOR,5,1F444H,40,45,100,10,BARCAP,AQRCM,XR14,USD,1,0,COF FIN
C,Citigroup Inc,SNRFOR,5,189BFD,73.5,76.5,100,10,BARCAP,AQRCM,XR14,USD,1,0,CITI
BACORP,Bk of America Corp,SNRFOR,5,0G655D,64.5,67.5,100,10,BARCAP,AQRCM,XR14,USD,1,0,BAC
AXP,Amern Express Co,SNRFOR,5,027D97,43,48,100,10,BARCAP,AQRCM,XR14,USD,1,0,AXP
SPAIN,Kdom Spain,SNRFOR,5,8CA965,89,97,100,10,BARCAP,AQRCM,CR14,USD,1,0,SPAIN
SPAIN,Kdom Spain,SNRFOR,5,8CA965,80,84,100,10,BARCAP,AQRCM,CR,USD,1,0,SPAIN
PORTUG,Rep Portugal,SNRFOR,5,7AA999,138,158,100,10,BARCAP,AQRCM,CR14,USD,1,0,PORTUGAL
PORTUG,Rep Portugal,SNRFOR,5,7AA999,125,140,100,10,BARCAP,AQRCM,CR,USD,1,0,PORTUGAL
NETHRS,Kdom Neth,SNRFOR,5,NRCDE0,16,21,25,10,BARCAP,AQRCM,CR14,USD,1,0,NETHER
NETHRS,Kdom Neth,SNRFOR,5,NRCDE0,15,18,25,10,BARCAP,AQRCM,CR,USD,1,0,NETHER
ITALY,Rep Italy,SNRFOR,5,4AB951,120,128,100,10,BARCAP,AQRCM,CR14,USD,1,0,ITALY
ITALY,Rep Italy,SNRFOR,5,4AB951,110,114,100,10,BARCAP,AQRCM,CR,USD,1,0,ITALY
IRELND,Rep Irlnd,SNRFOR,5,4A88DE,46,54,100,10,BARCAP,AQRCM,CR14,USD,1,0,IRELAND
IRELND,Rep Irlnd,SNRFOR,5,4A88DE,43,48,100,10,BARCAP,AQRCM,CR,USD,1,0,IRELAND
GREECE,Hellenic Rep,SNRFOR,5,4G5656,1811.15,2214.158,100,10,BARCAP,AQRCM,CR14,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,5,4G5656,1577.476,1900.174,100,10,BARCAP,AQRCM,CR,USD,0,1,GREECE
FRTR,French Rep,SNRFOR,5,3I68EE,35,39,25,10,BARCAP,AQRCM,CR14,USD,1,0,FRANCE
FRTR,French Rep,SNRFOR,5,3I68EE,32,34,25,10,BARCAP,AQRCM,CR,USD,1,0,FRANCE
DBR,Fed Rep Germany,SNRFOR,5,3AB549,16.5,18.5,25,10,BARCAP,AQRCM,CR14,USD,1,0,GERMANY
DBR,Fed Rep Germany,SNRFOR,5,3AB549,14.5,16.5,25,10,BARCAP,AQRCM,CR,USD,1,0,GERMANY
BELG,Kdom Belgium,SNRFOR,5,BC236K,44,50,100,10,BARCAP,AQRCM,CR14,USD,1,0,BELGIUM
BELG,Kdom Belgium,SNRFOR,5,BC236K,41,45,100,10,BARCAP,AQRCM,CR,USD,1,0,BELGIUM
AUST,Rep Austria,SNRFOR,5,0F77EA,24,28,100,10,BARCAP,AQRCM,CR14,USD,1,0,AUSTRIA
AUST,Rep Austria,SNRFOR,5,0F77EA,22,25,100,10,BARCAP,AQRCM,CR,USD,1,0,AUSTRIA
MEX,Utd Mexican Sts,SNRFOR,5,9A18EC,116,120,100,10,BARCAP,AQRCM,CR14,USD,1,0,MX
BRAZIL,Federative Rep Brazil,SNRFOR,5,115CCB,229,233,100,10,BARCAP,AQRCM,CR14,USD,1,0,BZ
GREECE,Hellenic Rep,SNRFOR,5,4G5656,1900.174,2339.528,100,10,BARCAP,AQRCM,CR14,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,4,4G5656,2068.426,2510.96,100,10,BARCAP,AQRCM,CR14,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,3,4G5656,2401.204,2890.38,100,10,BARCAP,AQRCM,CR14,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,2,4G5656,3110.49,3727.523,100,7,BARCAP,AQRCM,CR14,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,1,4G5656,5154.745,6168.568,100,7,BARCAP,AQRCM,CR14,USD,0,1,GREECE
XLITLTD,XLIT Ltd,SNRFOR,5,GPHABP,33,38,100,10,BARCAP,AQRCM,XR14,USD,1,0,XL
PRU,Prudential Finl Inc,SNRFOR,5,7B8752,82,87,100,10,BARCAP,AQRCM,XR14,USD,1,0,PRU
MMC,Marsh & Mclennan Cos Inc,SNRFOR,5,5C88BC,15,20,100,10,BARCAP,AQRCM,XR14,USD,1,0,MMC
MET,MetLife Inc,SNRFOR,5,5EA6BX,73,78,100,10,BARCAP,AQRCM,XR14,USD,1,0,MET
LTR,Loews Corp,SNRFOR,5,5J4466,43,48,100,10,BARCAP,AQRCM,XR14,USD,1,0,LTR
LNC,Lincoln Natl Corp,SNRFOR,5,5I759F,87,92,100,10,BARCAP,AQRCM,XR14,USD,1,0,LNC
HIG,HARTFORD FINL SERVICES GROUP INC,SNRFOR,5,457B66,53,58,100,10,BARCAP,AQRCM,XR14,USD,1,0,HIG
GENWHOL,Genworth Hldgs Inc,SNRFOR,5,3A978M,320,340,100,10,BARCAP,AQRCM,XR14,USD,1,0,GNW
CB,CHUBB CORP,SNRFOR,5,1I8355,12,17,100,10,BARCAP,AQRCM,XR14,USD,1,0,CB
BRK,Berkshire Hathaway Inc,SNRFOR,5,08CAD7,57,60,100,10,BARCAP,AQRCM,XR14,USD,1,0,BRK
ALL,Allstate Corp,SNRFOR,5,0C2002,25,30,100,10,BARCAP,AQRCM,XR14,USD,1,0,ALL
AIG,Amern Intl Gp Inc,SNRFOR,5,028EFB,60,65,100,10,BARCAP,AQRCM,XR14,USD,1,0,AIG
ACE,ACE Ltd,SNRFOR,5,0A4848,23,28,100,10,BARCAP,AQRCM,XR14,USD,1,0,ACE
GENMC,Gen Mtrs Co,SNRFOR,5,3A749R,120,130,500,10,BARCAP,AQRCM,XR14,USD,1,0,GM CO
F-MotCrLLC,FORD Mtr Cr Co LLC,SNRFOR,5,3H994Q,70,75,500,7,BARCAP,AQRCM,XR14,USD,1,0,FMCC
F,Ford Mtr Co,SNRFOR,5,3H98A7,85,90,500,10,BARCAP,AQRCM,XR14,USD,1,0,FORD CO
IHEAINC,iHeartCommunications Inc,SNRFOR,7,UY955C,2126.445,2335.178,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,5,UY955C,2071.496,2244.374,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,4,UY955C,1900.271,2048.019,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,3,UY955C,1548.427,1674.706,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,2,UY955C,879.251,997.501,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,1,UY955C,500,685.047,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0.75,UY955C,414.059,528.891,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0.5,UY955C,342.984,500,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0.25,UY955C,245.935,500,500,7,BARCAP,AQRCM,XR14,USD,0,1,CCMO
IHEAINC,iHeartCommunications Inc,SNRFOR,0,UY955C,,,500,10,BARCAP,AQRCM,XR14,USD,0,1,CCMO
YUM,YUM Brands Inc,SNRFOR,5,9HGCDH,48,53,100,10,BARCAP,AQRCM,XR14,USD,1,0,YUM
WMT,Wal Mart Stores Inc,SNRFOR,5,9C4256,15,18,100,10,BARCAP,AQRCM,XR14,USD,1,0,WMT
TGT,Target Corp,SNRFOR,5,8FD73G,18,23,100,10,BARCAP,AQRCM,XR14,USD,1,0,TGT
SPLS,Staples Inc,SNRFOR,5,8DA533,163,173,100,10,BARCAP,AQRCM,XR14,USD,1,0,SPLS
MCD,McDONALDS Corp,SNRFOR,5,5D8148,35,40,100,10,BARCAP,AQRCM,XR14,USD,1,0,MCD
M,Macy s Inc,SNRFOR,5,5AB77V,50,55,100,10,BARCAP,AQRCM,XR14,USD,1,0,FD
LOW,Lowes Cos Inc,SNRFOR,5,59CEC7,18,23,100,10,BARCAP,AQRCM,XR14,USD,1,0,LOW
KSS,Kohls Corp,SNRFOR,5,5F027A,68,73,100,10,BARCAP,AQRCM,XR14,USD,1,0,KSS
KR,The Kroger Co.,SNRFOR,5,5F1148,33,38,100,10,BARCAP,AQRCM,XR14,USD,1,0,KR
JWN,Nordstrom Inc,SNRFOR,5,6BABCA,45,50,100,10,BARCAP,AQRCM,XR14,USD,1,0,JWN
HD,Home Depot Inc,SNRFOR,5,47A77D,18,23,100,10,BARCAP,AQRCM,XR14,USD,1,0,HD
GPS,GAP INC,SNRFOR,5,39ABD6,75,90,100,10,BARCAP,AQRCM,XR14,USD,1,0,GPS
DRI,Darden Restaurants Inc,SNRFOR,5,25A8AD,90,95,100,10,BARCAP,AQRCM,XR14,USD,1,0,DRI
CVSHEA,CVS Health Corp,SNRFOR,5,138CBK,20,25,100,10,BARCAP,AQRCM,XR14,USD,1,0,CVS
AZO,Autozone Inc,SNRFOR,5,0F8665,37,42,100,10,BARCAP,AQRCM,XR14,USD,1,0,AZO
VNO-LP,Vornado Rlty LP,SNRFOR,5,9BB947,68,73,100,10,BARCAP,AQRCM,XR14,USD,1,0,VNO
SPG-LP,Simon Ppty Gp L P,SNRFOR,5,8AAG87,38,43,100,10,BARCAP,AQRCM,XR14,USD,1,0,SPG
PRGLP,Prologis LP,SNRFOR,5,7B774X,75,80,100,10,BARCAP,AQRCM,XR14,USD,1,0,PLD
KIM,Kimco Rlty Corp,SNRFOR,5,4DD8AX,65,70,100,10,BARCAP,AQRCM,XR14,USD,1,0,KIM
HCPI,HCP INC,SNRFOR,5,4E455P,78,83,100,10,BARCAP,AQRCM,XR14,USD,1,0,HCP
HCN,Health Care REIT Inc,SNRFOR,5,4G438R,65,70,100,10,BARCAP,AQRCM,XR14,USD,1,0,HCN
EQR-ERPOperLP,ERP Oper Ltd Pship,SNRFOR,5,28EGCE,43,48,100,10,BARCAP,AQRCM,XR14,USD,1,0,EQR
DDRCORP,DDR Corp,SNRFOR,5,2F648O,98,108,100,10,BARCAP,AQRCM,XR14,USD,1,0,DDR
BPLP,Boston Pptys Ltd Partnership,SNRFOR,5,1B123T,52,57,100,10,BARCAP,AQRCM,XR14,USD,1,0,BXP
AVB,Avalon Bay Cmntys Inc,SNRFOR,5,0F87CC,47,52,100,10,BARCAP,AQRCM,XR14,USD,1,0,AVB
BZH,BEAZER HOMES USA INC,SNRFOR,5,07CABW,415,445,500,10,BARCAP,AQRCM,XR14,USD,1,0,BZH
UKRAIN,Ukraine,SNRFOR,5,993A96,3333.651,3472.811,500,10,BARCAP,AQRCM,CR14,USD,0,1,UKRAIN
TURKEY,Rep Turkey,SNRFOR,5,9J0135,221,224,100,10,BARCAP,AQRCM,CR14,USD,1,0,TURKEY
SRBIA,Rep of Serbia,SNRFOR,5,X4EEDL,230,250,100,10,BARCAP,AQRCM,CR14,USD,1,0,SERBIA
SOAF,Rep South Africa,SNRFOR,5,8B9825,206,209,100,10,BARCAP,AQRCM,CR14,USD,1,0,SOAF
SLOVEN,Rep Slovenia,SNRFOR,5,8B46ED,108,113,100,10,BARCAP,AQRCM,CR14,USD,1,0,SLOVEN
SLOVAK,Slovak Rep,SNRFOR,5,8B46DG,42,47,100,10,BARCAP,AQRCM,CR14,USD,1,0,SLOVAK
SAUDI,Kdom Saudi Arabia,SNRFOR,5,MS999I,69,74,100,10,BARCAP,AQRCM,CR14,USD,1,0,SAUDI
RUSSIA,Russian Fedn,SNRFOR,5,7FB37H,354,359,100,10,BARCAP,AQRCM,CR14,USD,1,0,RUSSIA
ROMANI,Romania,SNRFOR,5,7ECDET,108,113,100,10,BARCAP,AQRCM,CR14,USD,1,0,ROMANI
QATAR,St Qatar,SNRFOR,5,7BB99W,67,72,100,10,BARCAP,AQRCM,CR14,USD,1,0,QATAR
POLAND,Rep Poland,SNRFOR,5,7A4112,55,60,100,10,BARCAP,AQRCM,CR14,USD,1,0,POLAND
MOROC,Kdom Morocco,SNRFOR,5,6.78E+100,177,187,100,10,BARCAP,AQRCM,CR14,USD,1,0,MOROC
LITHUN,Rep Lithuania,SNRFOR,5,589EFF,70,75,100,10,BARCAP,AQRCM,CR14,USD,1,0,LITHUN
LEBAN,Lebanese Rep,SNRFOR,5,5H45B6,380,400,500,10,BARCAP,AQRCM,CR14,USD,1,0,LEBAN
LATVIA,Rep Latvia,SNRFOR,5,XA78AH,70,75,100,10,BARCAP,AQRCM,CR14,USD,1,0,LATVIA
KAZAKS,Rep Kazakhstan,SNRFOR,5,4CECC7,220,240,100,10,BARCAP,AQRCM,CR14,USD,1,0,KAZAKS
ISRELE,Israel Elec Corp LTD,SNRFOR,5,4AB57E,210,220,100,10,BARCAP,AQRCM,CR14,USD,1,0,ISRELE
ISRAEL,St Israel,SNRFOR,5,4AB64A,65,70,100,10,BARCAP,AQRCM,CR14,USD,1,0,ISRAEL
HUNGAA,Hungary,SNRFOR,5,XA78EO,134,139,500,10,BARCAP,AQRCM,CR14,USD,1,0,REPHUN
EMIABD,Emirate of Abu Dhabi,SNRFOR,5,MM167Y,58,63,100,10,BARCAP,AQRCM,CR14,USD,1,0,ADGB
EGYPT,Arab Rep Egypt,SNRFOR,5,MN5AC8,315,345,100,10,BARCAP,AQRCM,CR14,USD,1,0,EGYPT
DUBGOV,Dubai Govt,SNRFOR,5,MOAGBN,200,210,500,10,BARCAP,AQRCM,CR14,USD,1,0,DUGB
CZECH,Czech Rep,SNRFOR,5,255AD5,45,50,100,10,BARCAP,AQRCM,CR14,USD,1,0,CZECH
CROATI,Rep Croatia,SNRFOR,5,248DEC,265,275,100,10,BARCAP,AQRCM,CR14,USD,1,0,CROATI
BTUN-CentBank,Bqe Cen de Tunisie,SNRFOR,5,06CD87,290,320,100,10,BARCAP,AQRCM,CR14,USD,1,0,BTUN
BHREIN,Kdom Bahrain,SNRFOR,5,MS9996,275,300,100,10,BARCAP,AQRCM,CR14,USD,1,0,BHRAIN
BGARIA,Rep Bulgaria,SNRFOR,5,1D216P,147,157,500,10,BARCAP,AQRCM,CR14,USD,1,0,BGARIA
VENZ,Rep Venezuela,SNRFOR,5,9B48AA,3546.782,3704.757,500,10,BARCAP,AQRCM,CR14,USD,0,1,VENEZUELA
PETBRA,PETROLEO BRASILEIRO SA PETROBRAS,SNRFOR,5,787B9Z,405,435,100,10,BARCAP,AQRCM,CR14,USD,1,0,PETBRA
PERU,Rep Peru,SNRFOR,5,786B9B,134,138,100,10,BARCAP,AQRCM,CR14,USD,1,0,PERU
PEMEX,Petroleos Mexicanos SA,SNRFOR,5,787B9U,172,182,100,10,BARCAP,AQRCM,CR14,USD,1,0,PEMEX
MEX,Utd Mexican Sts,SNRFOR,5,9A18EC,116,120,100,10,BARCAP,AQRCM,CR14,USD,1,0,MEXICO
COLOM,Rep Colombia,SNRFOR,5,1AE857,140,144,100,10,BARCAP,AQRCM,CR14,USD,1,0,COLOMBIA
CHILE,Rep of Chile,SNRFOR,5,17EGE9,84,88,100,10,BARCAP,AQRCM,CR14,USD,1,0,CHILE
BRAZIL,Federative Rep Brazil,SNRFOR,5,115CCB,228,232,100,10,BARCAP,AQRCM,CR14,USD,1,0,BRAZIL
NOVOBAN,NOVO BCO SA,SUBLT2,10,X2CB9K,325,345,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,10,X2CB9K,285,305,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,7,X2CB9K,315,335,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,7,X2CB9K,275,295,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,5,X2CB9K,305,325,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,5,X2CB9K,265,285,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,4,X2CB9K,300,330,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,4,X2CB9K,265,285,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,3,X2CB9K,295,335,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,3,X2CB9K,260,290,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,2,X2CB9K,290,340,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,2,X2CB9K,255,295,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,1,X2CB9K,290,340,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,1,X2CB9K,255,295,500,10,BARCAP,AQRCM,MM,EUR,1,0,NOVBNC
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,10,XX8GF7,223,243,500,7,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,10,XX8GF7,195,215,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,7,XX8GF7,218,238,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,7,XX8GF7,180,200,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,5,XX8GF7,213,233,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,5,XX8GF7,165,185,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,4,XX8GF7,188,218,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,4,XX8GF7,150,170,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,3,XX8GF7,163,203,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,3,XX8GF7,130,160,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,2,XX8GF7,143,193,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,2,XX8GF7,110,150,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SUBLT2,1,XX8GF7,123,173,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,1,XX8GF7,100,140,500,10,BARCAP,AQRCM,MM,EUR,1,0,CXGD
BCPN,Bco Comercial Portugues SA,SUBLT2,10,05EDBG,330,350,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,10,05EDBG,265,285,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,7,05EDBG,315,335,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,7,05EDBG,250,270,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,5,05EDBG,300,320,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,5,05EDBG,235,255,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,4,05EDBG,283,313,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,4,05EDBG,222,242,500,10,BARCAP,AQRCM,MM,EUR,1,0,BCPPL
