sym,RefEntityName,Tier,Tenor,REDcode,ConvSpreadBid,ConvSpreadAsk,Coupon,Quality,Source,Owner,DocClause,Currency,Conv Spread Parsed,Upfront Parsed,Parsed Ticker
NXT,Next plc,SNRFOR,5,GMB517,38,43,100,10,GS,AQRCM,MM14,EUR,1,0,NXTLN
NESTLE,Nestle S A,SNRFOR,5,6A516F,15,20,100,10,GS,AQRCM,MM14,EUR,1,0,NESNVX
MONDUK,MONDELEZ UK HLDGS SERVICES LTD,SNRFOR,5,GM820K,20,25,100,10,GS,AQRCM,MM14,EUR,1,0,CBRY
MOET,LVMH Moet Hennessy Louis Vuitton,SNRFOR,5,5F2685,24,29,100,10,GS,AQRCM,MM14,EUR,1,0,MCFP
MKS-M+SPlc,Marks & Spencer p l c,SNRFOR,5,GLDABF,81,85,100,10,GS,AQRCM,MM14,EUR,1,0,MKS
METFNL,METRO AG,SNRFOR,5,DI8CFE,88,93,100,10,GS,AQRCM,MM14,EUR,1,0,MEOGR
LADBRK,LADBROKES PLC,SNRFOR,5,GL86AK,314,329,100,10,GS,AQRCM,MM14,EUR,1,0,LADLN
KINGFI,Kingfisher PLC,SNRFOR,5,4-Dec-96,46,51,100,10,GS,AQRCM,MM14,EUR,1,0,KGFLN
KERIAA,Kering,SNRFOR,5,FK976O,50,55,100,10,GS,AQRCM,MM14,EUR,1,0,KERFP
JAPTOB,Japan Tob Inc,SNRFOR,5,JL9FEF,25,30,100,7,GS,AQRCM,CR14,EUR,1,0,JAPTOB
INVSA,Inv AB,SNRFOR,5,W0C913,44,54,100,10,GS,AQRCM,MM14,EUR,1,0,INVSA
IMPTOB,Imperial Tob Gp PLC,SNRFOR,5,4J8456,55,60,100,10,GS,AQRCM,MM14,EUR,1,0,IMTLN
HEIANA,Heineken NV,SNRFOR,5,NQCD69,33,38,100,10,GS,AQRCM,MM14,EUR,1,0,HEIANA
GROUPE,CASINO GUICHARDPERRACHON,SNRFOR,5,FG554O,95,100,100,10,GS,AQRCM,MM14,EUR,1,0,COFP
EXPGRL-EXPFIN,EXPERIAN Fin PLC,SNRFOR,5,GJ57CT,41,46,100,10,GS,AQRCM,MM14,EUR,1,0,EXPNLN
ELTLX,AB Electrolux,SNRFOR,5,0B11AH,49,54,100,10,GS,AQRCM,MM14,EUR,1,0,ELTLX
DPW,Deutsche Post AG,SNRFOR,5,DEAB47,11,19,100,10,GS,AQRCM,MM14,EUR,1,0,DPWGR
DIAG,Diageo PLC,SNRFOR,5,2H767T,33,38,100,10,GS,AQRCM,MM14,EUR,1,0,DGELN
DEXO,SODEXO,SNRFOR,5,FND50F,35,40,100,10,GS,AQRCM,MM14,EUR,1,0,SWFP
DBB,Deutsche Bahn AG,SNRFOR,5,DE8FFT,10,17,100,10,GS,AQRCM,MM14,EUR,1,0,DBHNGR
DANONE,DANONE,SNRFOR,5,2F999Z,43,48,100,10,GS,AQRCM,MM14,EUR,1,0,BNFP
CPGLN,Compass Gp PLC,SNRFOR,5,2C48D6,22,27,100,10,GS,AQRCM,MM14,EUR,1,0,CPGLN
CARR,Carrefour,SNRFOR,5,FG4CAM,46,51,100,10,GS,AQRCM,MM14,EUR,1,0,CAFP
BRYBDC-Brew,Carlsberg Breweries A S,SNRFOR,5,KN9C8H,79,84,100,10,GS,AQRCM,MM14,EUR,1,0,CARLB
BATSLN,Brit Amern Tob plc,SNRFOR,5,1C148C,37,41,100,10,GS,AQRCM,MM14,EUR,1,0,BATSLN
AYLL,SAFEWAY LTD,SNRFOR,5,GNEDEU,110,120,100,10,GS,AQRCM,MM14,EUR,1,0,MRWLN
AUCHAN,GROUPE AUCHAN,SNRFOR,5,FF4D97,34,38,100,10,GS,AQRCM,MM14,EUR,1,0,AUCHAN
ANBUS,Anheuser Busch InBev NV,SNRFOR,5,BB347Q,50,55,100,10,GS,AQRCM,MM14,EUR,1,0,ABIBB
ALT,ALTADIS SA,SNRFOR,5,EE475E,34,39,100,10,GS,AQRCM,MM14,EUR,1,0,ALTSM
AHOLD,Koninklijke Ahold N V,SNRFOR,5,5F04AD,54,59,100,10,GS,AQRCM,MM14,EUR,1,0,AHNA
ADO,Adecco S A,SNRFOR,5,006DC9,38,43,100,10,GS,AQRCM,MM14,EUR,1,0,ADENVX
ADIG,adidas AG,SNRFOR,5,DD06CL,53,68,100,10,GS,AQRCM,MM14,EUR,1,0,ADSGR
ACCOR,ACCOR,SNRFOR,5,0A477B,65,70,100,10,GS,AQRCM,MM14,EUR,1,0,ACFP
ABHLTD,Alliance Boots Hldgs Ltd,SNRFOR,5,GG26AM,65,85,500,7,GS,AQRCM,MM14,EUR,1,0,BOOTS
UNITYGM,Unitymedia Gmb,SNRFOR,5,DLD98X,157,167,500,10,GS,AQRCM,MM14,EUR,1,0,UNITY
VEOLIA,Veolia Environnement,SNRFOR,5,9BAD68,46,51,100,10,GS,AQRCM,MM14,EUR,1,0,VIEFP
VATFAL,Vattenfall AB,SNRFOR,5,W5GGHN,43,48,100,10,GS,AQRCM,MM14,EUR,1,0,VATFAL
UU,Utd Utils plc,SNRFOR,5,9A442R,82,90,100,10,GS,AQRCM,MM14,EUR,1,0,UU
SSEP,SSE PLC,SNRFOR,5,GOGC6R,77,85,100,10,GS,AQRCM,MM14,EUR,1,0,SSELN
RWE,RWE AG,SNRFOR,5,7BDGCJ,67,73,100,10,GS,AQRCM,MM14,EUR,1,0,RWE
NGP,Natl Grid Plc,SNRFOR,5,GM9ACP,42,47,100,10,GS,AQRCM,MM14,EUR,1,0,NGGLN
IBERDU,Iberdrola SA,SNRFOR,5,EK77AV,73,80,100,10,GS,AQRCM,MM14,EUR,1,0,IBESM
GDFS,GDF SUEZ,SNRFOR,5,FJ69DE,42,47,100,10,GS,AQRCM,MM14,EUR,1,0,GSZFP
GASSM,Gas Nat SDG SA,SNRFOR,5,EJ9DCN,73,80,100,10,GS,AQRCM,MM14,EUR,1,0,GASSM
FORTUM,Fortum Oyj,SNRFOR,5,XZBGF7,52,58,100,10,GS,AQRCM,MM14,EUR,1,0,FUMVFH
EONSE,EON SE,SNRFOR,5,DF6DAH,57,63,100,10,GS,AQRCM,MM14,EUR,1,0,EOANGR
ENEL,ENEL S p A,SNRFOR,5,2BB8B1,79,86,100,10,GS,AQRCM,MM14,EUR,1,0,ENELIM
ELESM,Endesa S A,SNRFOR,5,2BB7DV,54,64,100,10,GS,AQRCM,MM14,EUR,1,0,ELESM
EDP,EDP Energias de Portugal SA,SNRFOR,5,X3DGB7,110,125,500,10,GS,AQRCM,MM14,EUR,1,0,ELEPOR
EDF,Electricite de France,SNRFOR,5,FHBD4H,53,59,100,10,GS,AQRCM,MM14,EUR,1,0,EDF
CENTRI,Centrica plc,SNRFOR,5,16B9CT,68,74,100,10,GS,AQRCM,MM14,EUR,1,0,CNALN
BAD,EnBW Energie Baden Wuerttemberg AG,SNRFOR,5,DF796P,46,51,100,10,GS,AQRCM,MM14,EUR,1,0,ENBW
VINCI,Vinci,SNRFOR,5,FKDFG6,50,58,100,10,GS,AQRCM,MM14,EUR,1,0,DGFP
STGOBN,Cie de St Gobain,SNRFOR,5,FG872C,58,66,100,10,GS,AQRCM,MM14,EUR,1,0,STGOBN
LAFCP,Lafarge,SNRFOR,5,555DE7,61,71,100,10,GS,AQRCM,MM14,EUR,1,0,LGFP
HOLZSW,Holcim Ltd,SNRFOR,5,477BB5,57,65,100,10,GS,AQRCM,MM14,EUR,1,0,HOLNVX
HEI,HeidelbergCement AG,SNRFOR,5,DG48AB,78,88,500,10,GS,AQRCM,MM14,EUR,1,0,HEIGR
BOUY,BOUYGUES,SNRFOR,5,FG25BN,45,51,100,10,GS,AQRCM,MM14,EUR,1,0,ENFP
TOTALN,Total SA,SNRFOR,5,FK9A9I,42,47,100,10,GS,AQRCM,MM14,EUR,1,0,TOTAL
STOL,Statoil ASA,SNRFOR,5,RZC53W,45,50,100,10,GS,AQRCM,MM14,EUR,1,0,STOIL
REPSSA,REPSOL SA,SNRFOR,5,EMCDAT,93,101,100,10,GS,AQRCM,MM14,EUR,1,0,REPSM
RDSPLC,ROYAL DUTCH SHELL PLC,SNRFOR,5,GNDF9A,49,54,100,10,GS,AQRCM,MM14,EUR,1,0,RDSALN
GALPENE,Galp Energia SGPS SA,SNRFOR,5,XA37FT,159,174,500,10,GS,AQRCM,MM14,EUR,1,0,GALP
ENI,ENI S.p.A.,SNRFOR,5,28EFBV,64,70,100,10,GS,AQRCM,MM14,EUR,1,0,ENIIM
DONEAG,DONG ENERGY A S,SNRFOR,5,KN4ABH,62,77,100,10,GS,AQRCM,MM14,EUR,1,0,DANGAS
BPLN,BP P.L.C.,SNRFOR,5,05AB84,57,63,100,10,GS,AQRCM,MM14,EUR,1,0,BPLN
BGGRP-EnHldgs,BG Energy Hldgs Ltd,SNRFOR,5,GH36AL,53,68,100,10,GS,AQRCM,MM14,EUR,1,0,BGGRP
TKAGR,ThyssenKrupp AG,SNRFOR,5,DLBCG0,138,148,100,10,GS,AQRCM,MM14,EUR,1,0,TKAGR
LOUISDR,Louis Dreyfus Commodities BV,SNRFOR,5,NS9CH1,175,190,500,10,GS,AQRCM,MM14,EUR,1,0,LOUDRE
GLCORE,Glencore Intl AG,SNRFOR,5,HK5754,150,160,100,10,GS,AQRCM,MM14,EUR,1,0,GLENLN
ARMLL,ArcelorMittal,SNRFOR,5,LL332J,278,293,100,10,GS,AQRCM,MM14,EUR,1,0,MTNA
AAUK,Anglo Amern plc,SNRFOR,5,037CDU,163,178,100,10,GS,AQRCM,MM14,EUR,1,0,AALLN
AAGM-AGD,AngloGold Ashanti Ltd,SNRFOR,5,SS467A,235,275,100,10,GS,AQRCM,CR14,USD,1,0,ANGSJ
UCB,UCB,SNRFOR,5,BKC8B8,61,67,500,10,GS,AQRCM,MM14,EUR,1,0,UCB
SANFI,SANOFI,SNRFOR,5,F8128F,25,29,100,10,GS,AQRCM,MM14,EUR,1,0,SANFP
ROSW,Roche Hldg Ltd,SNRFOR,5,HNFBBC,20,24,100,10,GS,AQRCM,MM14,EUR,1,0,ROSW
NOVART,Novartis AG,SNRFOR,5,6CFHF2,16,20,100,10,GS,AQRCM,MM14,EUR,1,0,NOVNVX
MKGA,Merck KGaA,SNRFOR,5,DI88C3,31,36,100,10,GS,AQRCM,MM14,EUR,1,0,MRKGR
GSK,Glaxosmithkline Plc,SNRFOR,5,3AEA6Z,25,29,100,10,GS,AQRCM,MM14,EUR,1,0,GSK
FMEKGA,Fresenius Med Care AG & Co KGaA,SNRFOR,5,DF9A73,63,68,100,10,GS,AQRCM,MM14,EUR,1,0,FME
AZN,Astrazeneca PLC,SNRFOR,5,04A988,25,29,100,10,GS,AQRCM,MM14,EUR,1,0,AZN
UPMKYM,UPM Kymmene CORP,SNRFOR,5,9A6979,81,91,500,10,GS,AQRCM,MM14,EUR,1,0,UPMKYM
TECFPN,Technip,SNRFOR,5,FO96DD,108,123,100,10,GS,AQRCM,MM14,EUR,1,0,TECFP
STORA,Stora Enso CORP,SNRFOR,5,8E831M,104,114,500,10,GS,AQRCM,MM14,EUR,1,0,STORA
SKF,AB SKF,SNRFOR,5,7FC7AC,52,62,100,10,GS,AQRCM,MM14,EUR,1,0,SKFBSS
SCHNEEL,SCHNEIDER ELEC SE,SNRFOR,5,FOE98J,34,40,100,10,GS,AQRCM,MM14,EUR,1,0,SUFP
SCACAP,Svenska Cellulosa AB SCA,SNRFOR,5,8EFEDF,42,47,100,10,GS,AQRCM,MM14,EUR,1,0,SCACAP
REXAM,Rexam plc,SNRFOR,5,7D77BA,43,58,100,10,GS,AQRCM,MM14,EUR,1,0,REXLN
METSO,Metso Corp,SNRFOR,5,5EB8D8,55,65,100,10,GS,AQRCM,MM14,EUR,1,0,METSO
INVENLI,Invensys Ltd,SNRFOR,5,GKDA4K,45,55,100,10,GS,AQRCM,MM14,EUR,1,0,ISYSLN
FKIL,FKI Ltd,SNRFOR,5,GJ878Q,47,62,100,10,GS,AQRCM,MM14,EUR,1,0,FKI
ATCOA,Atlas Copco AB,SNRFOR,5,04DB7A,48,58,100,10,GS,AQRCM,MM14,EUR,1,0,ATCOA
ASSAAB,ASSA ABLOY AB,SNRFOR,5,WW8984,47,57,100,10,GS,AQRCM,MM14,EUR,1,0,ASSAAB
ALSTOM,ALSTOM,SNRFOR,5,0C3368,71,79,100,10,GS,AQRCM,MM14,EUR,1,0,ALOFP
UNROSE,UNIBAIL RODAMCO SE,SNRFOR,5,FF3BEL,48,56,100,10,GS,AQRCM,MM14,EUR,1,0,ULFP
LIFP,Klepierre,SNRFOR,5,FK8CF3,45,53,100,10,GS,AQRCM,MM14,EUR,1,0,LIFP
HAMRSN,Hammerson PLC,SNRFOR,5,448B46,38,46,100,10,GS,AQRCM,MM14,EUR,1,0,HAMRSN
GFCFP,Gecina,SNRFOR,5,FJ68E2,48,56,100,10,GS,AQRCM,MM14,EUR,1,0,GFCFP
VOD,Vodafone Gp PLC,SNRFOR,5,9BADC3,62,66,100,10,GS,AQRCM,MM14,EUR,1,0,VOD
TLIASS,TeliaSonera AB,SNRFOR,5,W5EDH9,32,36,100,10,GS,AQRCM,MM14,EUR,1,0,TLIASS
TKA,Telekom Austria AG,SNRFOR,5,8FGD7T,52,57,100,10,GS,AQRCM,MM14,EUR,1,0,TKA
TELNOR,Telenor ASA,SNRFOR,5,8FGD80,31,35,100,10,GS,AQRCM,MM14,EUR,1,0,TELNOR
TELDAN,TDC A/S,SNRFOR,5,KTD999,71,81,100,10,GS,AQRCM,MM14,EUR,1,0,TDC
ORANAA,Orange,SNRFOR,5,FLEECZ,48,52,100,10,GS,AQRCM,MM14,EUR,1,0,ORAFP
KPN,Koninklijke KPN N V,SNRFOR,5,NR6BGI,66,70,100,10,GS,AQRCM,MM14,EUR,1,0,KPN
DT,Deutsche Telekom AG,SNRFOR,5,2H66BC,35,39,100,10,GS,AQRCM,MM14,EUR,1,0,DT
BRITEL-BritTel,Brit Telecom PLC,SNRFOR,5,GH6DA2,45,49,100,10,GS,AQRCM,MM14,EUR,1,0,BT
SLTRW-Kelda,KELDA GROUP Ltd,SNRFOR,5,GJ553F,70,90,100,10,GS,AQRCM,MM14,EUR,1,0,KEL
SEVTRE,Severn Trent PLC,SNRFOR,5,GO85BJ,110,130,100,10,GS,AQRCM,MM14,EUR,1,0,SVTLN
SCOTPO-Ukplc,Scottish Pwr UK PLC,SNRFOR,5,GNGC5X,69,89,100,10,GS,AQRCM,MM14,EUR,1,0,SCOTPO
REDELE-FinBV,RED ELECTRICA DE Esp Fin BV,SNRFOR,5,NUA6BN,60,80,100,10,GS,AQRCM,MM14,EUR,1,0,REESM
PPL-EnergySupp,PPL Engy Supp LLC,SNRFOR,5,6FC87L,120,150,100,4,GS,AQRCM,XR14,USD,1,0,PPL-ENERGYSUPP
FERRUZ,Edison S p A,SNRFOR,5,TW8A7X,33,48,100,10,GS,AQRCM,MM14,EUR,1,0,EDFFP
DYN-NorNatGas,Northern Nat Gas Co,SNRFOR,5,,,,100,10,GS,AQRCM,XR14,USD,0,1,MIDAM
AWLN-AngWatServ,Anglian Wtr Svcs Ltd,SNRFOR,5,037CNG,85,105,100,10,GS,AQRCM,MM14,EUR,1,0,AWLN
ALINDR,Alliander NV,SNRFOR,5,NN3BFM,39,59,100,10,GS,AQRCM,MM14,EUR,1,0,ALLRNV
AGS-Intl,Agbar Intl BV,SNRFOR,5,NN116Z,59,79,100,10,GS,AQRCM,MM14,EUR,1,0,AGBAR
ACEA,Acea Spa,SNRFOR,5,TT044K,80,100,100,10,GS,AQRCM,MM14,EUR,1,0,ACEIM
SPAIN,Kdom Spain,SNRFOR,10,8CA965,139,149,100,10,GS,AQRCM,CR14,USD,1,0,SPAIN
SPAIN,Kdom Spain,SNRFOR,5,8CA965,95,99,100,10,GS,AQRCM,CR14,USD,1,0,SPAIN
PORTUG,Rep Portugal,SNRFOR,10,7AA999,207,219,100,10,GS,AQRCM,CR14,USD,1,0,PORT
PORTUG,Rep Portugal,SNRFOR,5,7AA999,148,158,100,10,GS,AQRCM,CR14,USD,1,0,PORT
ITALY,Rep Italy,SNRFOR,10,4AB951,172,182,100,10,GS,AQRCM,CR14,USD,1,0,ITALY
ITALY,Rep Italy,SNRFOR,5,4AB951,124,128,100,10,GS,AQRCM,CR14,USD,1,0,ITALY
IRELND,Rep Irlnd,SNRFOR,10,4A88DE,94,102,100,10,GS,AQRCM,CR14,USD,1,0,IRELAND
IRELND,Rep Irlnd,SNRFOR,5,4A88DE,50,58,100,10,GS,AQRCM,CR14,USD,1,0,IRELAND
GREECE,Hellenic Rep,SNRFOR,10,4G5656,1669.04,2426.41,100,10,GS,AQRCM,CR14,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,5,4G5656,2100.352,2479.02,100,10,GS,AQRCM,CR14,USD,0,1,GREECE
UKIN,Utd Kdom Gt Britn & Nthn Irlnd,SNRFOR,10,9A17DE,40,44,100,10,GS,AQRCM,CR14,USD,1,0,UKIN
UKIN,Utd Kdom Gt Britn & Nthn Irlnd,SNRFOR,5,9A17DE,20,23,100,10,GS,AQRCM,CR14,USD,1,0,UKIN
SWED,Kdom Sweden,SNRFOR,10,8F7220,29,33,25,10,GS,AQRCM,CR14,USD,1,0,SWEDEN
SWED,Kdom Sweden,SNRFOR,5,8F7220,14,16,25,10,GS,AQRCM,CR14,USD,1,0,SWEDEN
NORWAY,Kdom Norway,SNRFOR,10,6CFB55,23,27,25,10,GS,AQRCM,CR14,USD,1,0,NORWAY
NORWAY,Kdom Norway,SNRFOR,5,6CFB55,11,14,25,10,GS,AQRCM,CR14,USD,1,0,NORWAY
NETHRS,Kdom Neth,SNRFOR,10,NRCDE0,40,44,25,10,GS,AQRCM,CR14,USD,1,0,NETHERLANDS
NETHRS,Kdom Neth,SNRFOR,5,NRCDE0,17,19,25,10,GS,AQRCM,CR14,USD,1,0,NETHERLANDS
FRTR,French Rep,SNRFOR,10,3I68EE,73,79,25,10,GS,AQRCM,CR14,USD,1,0,FRANCE
FRTR,French Rep,SNRFOR,5,3I68EE,34,38,25,10,GS,AQRCM,CR14,USD,1,0,FRANCE
FINL,Rep Finland,SNRFOR,10,348FFA,46,52,25,10,GS,AQRCM,CR14,USD,1,0,FINLAND
FINL,Rep Finland,SNRFOR,5,348FFA,23,27,25,10,GS,AQRCM,CR14,USD,1,0,FINLAND
EIB,Eurpn Invt Bk,SNRFOR,10,2BHFFD,56,62,100,10,GS,AQRCM,CR14,USD,1,0,EIB
EIB,Eurpn Invt Bk,SNRFOR,5,2BHFFD,23,28,100,10,GS,AQRCM,CR14,USD,1,0,EIB
DENK,Kdom Denmark,SNRFOR,10,KPBDCX,38,44,25,10,GS,AQRCM,CR14,USD,1,0,DENMARK
DENK,Kdom Denmark,SNRFOR,5,KPBDCX,20,23,25,10,GS,AQRCM,CR14,USD,1,0,DENMARK
DBR,Fed Rep Germany,SNRFOR,10,3AB549,38,42,25,10,GS,AQRCM,CR14,USD,1,0,GERMANY
DBR,Fed Rep Germany,SNRFOR,5,3AB549,15,17,25,10,GS,AQRCM,CR14,USD,1,0,GERMANY
BELG,Kdom Belgium,SNRFOR,10,BC236K,82,88,100,10,GS,AQRCM,CR14,USD,1,0,BELGIUM
BELG,Kdom Belgium,SNRFOR,5,BC236K,45,49,100,10,GS,AQRCM,CR14,USD,1,0,BELGIUM
AUST,Rep Austria,SNRFOR,10,0F77EA,47,53,100,10,GS,AQRCM,CR14,USD,1,0,AUSTRIA
AUST,Rep Austria,SNRFOR,5,0F77EA,24,28,100,10,GS,AQRCM,CR14,USD,1,0,AUSTRIA
SPAIN,Kdom Spain,SNRFOR,10,8CA965,125,133,100,10,GS,AQRCM,CR,USD,1,0,SPAIN
SPAIN,Kdom Spain,SNRFOR,5,8CA965,83,87,100,10,GS,AQRCM,CR,USD,1,0,SPAIN
PORTUG,Rep Portugal,SNRFOR,10,7AA999,185,199,100,10,GS,AQRCM,CR,USD,1,0,PORT
PORTUG,Rep Portugal,SNRFOR,5,7AA999,133,143,100,10,GS,AQRCM,CR,USD,1,0,PORT
ITALY,Rep Italy,SNRFOR,10,4AB951,161,169,100,10,GS,AQRCM,CR,USD,1,0,ITALY
ITALY,Rep Italy,SNRFOR,5,4AB951,112,116,100,10,GS,AQRCM,CR,USD,1,0,ITALY
IRELND,Rep Irlnd,SNRFOR,10,4A88DE,84,92,100,10,GS,AQRCM,CR,USD,1,0,IRELAND
IRELND,Rep Irlnd,SNRFOR,5,4A88DE,46,52,100,10,GS,AQRCM,CR,USD,1,0,IRELAND
GREECE,Hellenic Rep,SNRFOR,10,4G5656,1557.29,2160.768,100,10,GS,AQRCM,CR,USD,0,1,GREECE
GREECE,Hellenic Rep,SNRFOR,5,4G5656,1900.174,2214.158,100,10,GS,AQRCM,CR,USD,0,1,GREECE
UKIN,Utd Kdom Gt Britn & Nthn Irlnd,SNRFOR,10,9A17DE,38,42,100,10,GS,AQRCM,CR,USD,1,0,UKIN
UKIN,Utd Kdom Gt Britn & Nthn Irlnd,SNRFOR,5,9A17DE,18,21,100,10,GS,AQRCM,CR,USD,1,0,UKIN
SWED,Kdom Sweden,SNRFOR,10,8F7220,27,31,25,10,GS,AQRCM,CR,USD,1,0,SWEDEN
SWED,Kdom Sweden,SNRFOR,5,8F7220,12,15,25,10,GS,AQRCM,CR,USD,1,0,SWEDEN
NORWAY,Kdom Norway,SNRFOR,10,6CFB55,22,26,25,10,GS,AQRCM,CR,USD,1,0,NORWAY
NORWAY,Kdom Norway,SNRFOR,5,6CFB55,11,14,25,10,GS,AQRCM,CR,USD,1,0,NORWAY
NETHRS,Kdom Neth,SNRFOR,10,NRCDE0,35,39,25,10,GS,AQRCM,CR,USD,1,0,NETHERLANDS
NETHRS,Kdom Neth,SNRFOR,5,NRCDE0,14,17,25,10,GS,AQRCM,CR,USD,1,0,NETHERLANDS
FRTR,French Rep,SNRFOR,10,3I68EE,69,73,25,10,GS,AQRCM,CR,USD,1,0,FRANCE
FRTR,French Rep,SNRFOR,5,3I68EE,31,33,25,10,GS,AQRCM,CR,USD,1,0,FRANCE
FINL,Rep Finland,SNRFOR,10,348FFA,43,47,25,10,GS,AQRCM,CR,USD,1,0,FINLAND
FINL,Rep Finland,SNRFOR,5,348FFA,20,22,25,10,GS,AQRCM,CR,USD,1,0,FINLAND
EIB,Eurpn Invt Bk,SNRFOR,10,2BHFFD,53,57,100,10,GS,AQRCM,CR14,USD,1,0,EIB
EIB,Eurpn Invt Bk,SNRFOR,5,2BHFFD,19,25,100,10,GS,AQRCM,CR14,USD,1,0,EIB
DENK,Kdom Denmark,SNRFOR,10,KPBDCX,38,42,25,10,GS,AQRCM,CR,USD,1,0,DENMARK
DENK,Kdom Denmark,SNRFOR,5,KPBDCX,17,21,25,10,GS,AQRCM,CR,USD,1,0,DENMARK
DBR,Fed Rep Germany,SNRFOR,10,3AB549,31,35,25,10,GS,AQRCM,CR,USD,1,0,GERMANY
DBR,Fed Rep Germany,SNRFOR,5,3AB549,14,16,25,10,GS,AQRCM,CR,USD,1,0,GERMANY
BELG,Kdom Belgium,SNRFOR,10,BC236K,80,86,100,10,GS,AQRCM,CR,USD,1,0,BELGIUM
BELG,Kdom Belgium,SNRFOR,5,BC236K,43,46,100,10,GS,AQRCM,CR,USD,1,0,BELGIUM
AUST,Rep Austria,SNRFOR,10,0F77EA,45,51,100,10,GS,AQRCM,CR,USD,1,0,AUSTRIA
AUST,Rep Austria,SNRFOR,5,0F77EA,22,25,100,10,GS,AQRCM,CR,USD,1,0,AUSTRIA
TATAGP-CORUSLTD,CORUS GROUP Ltd,SNRFOR,5,GI67CP,360,390,500,10,GS,AQRCM,MM14,EUR,1,0,CORUS
HEI-HANSN,HANSON Ltd,SNRFOR,5,GK6AEL,45,55,100,10,GS,AQRCM,MM14,EUR,1,0,HANSON
ARMLL-Fin,ArcelorMittal Fin,SNRFOR,5,LL332I,98,113,100,10,GS,AQRCM,MM14,EUR,1,0,LORFP
SGRO,SEGRO PLC,SNRFOR,5,GO829E,110,130,100,10,GS,AQRCM,MM14,EUR,1,0,SLOU
SGCLN,Stagecoach Gp Plc,SNRFOR,5,GOC43P,80,95,100,10,GS,AQRCM,MM14,EUR,1,0,SGCLN
FGPLN,Firstgroup plc,SNRFOR,5,GJ7A64,113,128,100,10,GS,AQRCM,MM14,EUR,1,0,FGPLN
BRITLD,Brit Ld Co plc,SNRFOR,5,GH6A94,113,128,100,10,GS,AQRCM,MM14,EUR,1,0,BRITLD
METSBOA,Metsa Brd Corp,SNRFOR,5,XC859Y,100,115,500,10,GS,AQRCM,MM14,EUR,1,0,MESSA
TIIMN,Telecom Italia SpA,SNRFOR,5,T2B9EF,139,145,100,10,GS,AQRCM,MM14,EUR,1,0,TITIM
TELEFO,Telefonica S A,SNRFOR,5,8FGCBA,75,79,100,10,GS,AQRCM,MM14,EUR,1,0,TELEFO
PLTMPL-IntFin,Portugal Telecom Intl Fin B V,SNRFOR,5,NU811I,500,525,500,10,GS,AQRCM,MM14,EUR,1,0,PORTEL
VLOF,Valeo,SNRFOR,5,9AAA47,51,56,100,10,GS,AQRCM,MM14,EUR,1,0,FRFP
SCHAFIN,Schaeffler Fin BV,SNRFOR,5,NUED68,124,134,500,10,GS,AQRCM,MM14,EUR,1,0,SHAEFF
GKNLN-Hldgs,GKN Hldgs plc,SNRFOR,5,3J78MG,79,86,100,10,GS,AQRCM,MM14,EUR,1,0,GKNLN
CONTI,Contl AG,SNRFOR,5,2D17E8,44,49,100,10,GS,AQRCM,MM14,EUR,1,0,CONGR
COMPFIAA,CIE FINANCIERE DU GROUPE MICHELIN Senard et Cie,SNRFOR,5,HK7D9F,43,48,100,10,GS,AQRCM,MM14,EUR,1,0,MLFP
VW,Volkswagen AG,SNRFOR,5,9BAEC8,47,51,100,10,GS,AQRCM,MM14,EUR,1,0,VW
VLVY,AB Volvo,SNRFOR,5,9BAGDB,66,72,100,10,GS,AQRCM,MM14,EUR,1,0,VLVY
RENAUL,Renault,SNRFOR,5,7CEFDA,69,76,100,10,GS,AQRCM,MM14,EUR,1,0,RENAULT
PEUGOT,Peugeot SA,SNRFOR,5,6FC9LG,143,153,500,10,GS,AQRCM,MM14,EUR,1,0,PEUGOT
PAUTO,Porsche Automobil Hldg SE,SNRFOR,5,DJ76AK,47,57,100,10,GS,AQRCM,MM14,EUR,1,0,PORSCH
FIATCHR,Fiat Chrysler Automobiles NV,SNRFOR,5,NQ48AB,168,178,500,10,GS,AQRCM,MM14,EUR,1,0,FIAT
F-MotCrLLC,FORD Mtr Cr Co LLC,SNRFOR,5,3H994Q,61,73,500,10,GS,AQRCM,XR14,USD,1,0,F
DAMLR,Daimler AG,SNRFOR,5,DE7C9Q,35,39,100,10,GS,AQRCM,MM14,EUR,1,0,DAIGR
CNHIND,CNH Indl NV,SNRFOR,5,NP29D8,163,173,500,10,GS,AQRCM,MM14,EUR,1,0,CNH
BMW,Bay Motoren Werke AG,SNRFOR,5,0H99B7,40,44,100,10,GS,AQRCM,MM14,EUR,1,0,BMW
SANTNDR,Bco SANTANDER SA,SUBLT2,5,EFAGG9,168,178,100,10,GS,AQRCM,MM14,EUR,1,0,SANTAN
SANTNDR,Bco SANTANDER SA,SNRFOR,5,EFAGG9,88,93,100,10,GS,AQRCM,MM14,EUR,1,0,SANTAN
FUNDBAN,Fundacion Bancaria Caixa dEstalvis i Pensions de Barcelona la Caixa,SUBLT2,5,EJ9C9W,219,239,500,7,GS,AQRCM,MM14,EUR,1,0,CAIXAB
FUNDBAN,Fundacion Bancaria Caixa dEstalvis i Pensions de Barcelona la Caixa,SNRFOR,5,EJ9C9W,118,128,100,7,GS,AQRCM,MM14,EUR,1,0,CAIXAB
